location,area_sqft,bedrooms,bathrooms,parking_spaces,house_age,floors,has_garden,has_pool,renovation_year,price
Rural,693.0,2.0,1.0,0,26.0,1,1,1,,122800.0
Rural,,4.0,1.0,1,49.0,3,1,0,2009.0,299400.0
Downtown,1685.0,6.0,5.0,1,13.0,1,1,1,2017.0,664900.0
Rural,2894.0,3.0,2.0,2,46.0,1,0,0,,296500.0
Uptown,3498.0,3.0,2.0,2,4.0,1,1,0,2007.0,671200.0
Uptown,2292.0,2.0,1.0,0,35.0,3,1,0,,439700.0
Downtown,1610.0,3.0,2.0,0,31.0,3,1,0,,433900.0
Rural,4505.0,3.0,3.0,3,33.0,3,1,0,,481800.0
Rural,2761.0,1.0,1.0,2,6.0,1,1,0,,284100.0
Rural,4236.0,4.0,3.0,1,41.0,2,0,0,2017.0,366600.0
Midtown,4293.0,4.0,4.0,3,47.0,1,0,0,2006.0,678800.0
Suburb,2436.0,1.0,1.0,1,9.0,1,1,0,2000.0,335700.0
Midtown,4857.0,1.0,1.0,3,49.0,3,1,1,2000.0,685000.0
Suburb,1229.0,3.0,3.0,1,16.0,3,1,0,,235700.0
Rural,4878.0,5.0,4.0,0,29.0,1,1,0,,516500.0
Rural,3951.0,6.0,5.0,3,20.0,1,1,0,2022.0,494100.0
Midtown,4957.0,6.0,6.0,1,12.0,2,1,0,2019.0,824200.0
Midtown,2640.0,3.0,1.0,1,0.0,2,1,1,,524000.0
Suburb,2144.0,6.0,4.0,2,0.0,3,1,0,2019.0,458900.0
Uptown,3300.0,1.0,,3,46.0,2,1,1,2003.0,651000.0
Suburb,641.0,4.0,3.0,1,32.0,2,1,0,2005.0,174800.0
Midtown,1955.0,6.0,4.0,2,37.0,3,0,0,,507200.0
Midtown,2596.0,,2.0,1,24.0,2,1,0,,456800.0
Downtown,1825.0,5.0,5.0,3,25.0,1,0,1,2012.0,544700.0
Midtown,1713.0,3.0,1.0,0,12.0,2,0,1,2022.0,334700.0
Downtown,,2.0,1.0,3,27.0,3,0,0,,334900.0
Uptown,4999.0,3.0,1.0,3,32.0,1,0,1,2023.0,852000.0
Suburb,840.0,1.0,1.0,1,36.0,2,1,0,2003.0,125900.0
Suburb,4328.0,4.0,1.0,1,40.0,1,0,1,,549200.0
Downtown,2468.0,4.0,4.0,3,29.0,1,0,0,,543300.0
Suburb,1203.0,6.0,5.0,2,48.0,2,1,0,,261800.0
Midtown,4913.0,1.0,1.0,2,47.0,2,1,0,,699300.0
Rural,2929.0,2.0,1.0,2,7.0,3,0,1,2012.0,351100.0
Downtown,,1.0,1.0,1,48.0,3,1,1,,460100.0
Suburb,1355.0,3.0,1.0,1,46.0,1,1,1,2003.0,173300.0
Downtown,2312.0,1.0,1.0,3,0.0,3,1,1,2023.0,548000.0
Downtown,3366.0,1.0,1.0,0,11.0,1,1,0,,690900.0
Rural,4142.0,2.0,1.0,1,4.0,1,0,1,2012.0,394600.0
Midtown,682.0,3.0,3.0,3,23.0,3,1,1,,290200.0
Downtown,3612.0,5.0,5.0,3,5.0,3,1,0,,994100.0
Suburb,4992.0,5.0,,0,24.0,3,0,0,2009.0,639200.0
Uptown,2017.0,4.0,4.0,2,0.0,2,1,0,2002.0,615700.0
Downtown,1856.0,6.0,6.0,3,24.0,1,1,1,,673300.0
Downtown,2674.0,1.0,1.0,3,0.0,1,1,1,,593000.0
Rural,4129.0,4.0,1.0,3,31.0,1,1,1,,481200.0
Midtown,4128.0,2.0,1.0,2,41.0,3,1,1,,656800.0
Uptown,4596.0,5.0,4.0,2,41.0,3,1,1,,863500.0
Suburb,3739.0,1.0,1.0,0,2.0,3,1,0,2002.0,500300.0
Uptown,4191.0,2.0,2.0,1,48.0,3,1,0,,688300.0
Suburb,518.0,6.0,5.0,2,18.0,3,1,0,2008.0,242100.0
Midtown,3903.0,2.0,2.0,1,42.0,2,1,0,,585600.0
Suburb,3504.0,1.0,1.0,1,28.0,3,1,0,2017.0,423400.0
Rural,1632.0,6.0,1.0,2,49.0,1,1,1,2008.0,195800.0
Rural,3839.0,2.0,2.0,3,1.0,3,1,0,2020.0,389600.0
Rural,3811.0,6.0,4.0,0,8.0,1,1,0,,523200.0
Rural,3872.0,1.0,1.0,1,16.0,3,1,0,2008.0,379500.0
Uptown,1487.0,1.0,1.0,3,45.0,3,0,0,2001.0,276900.0
Midtown,3821.0,6.0,2.0,2,35.0,1,1,0,2018.0,661700.0
Suburb,673.0,3.0,1.0,1,16.0,1,0,0,2015.0,138200.0
Suburb,4241.0,4.0,4.0,1,48.0,1,0,0,,559200.0
Rural,3552.0,2.0,2.0,1,11.0,1,0,0,2015.0,322000.0
Rural,1226.0,2.0,1.0,3,19.0,2,1,0,2020.0,174400.0
Downtown,4260.0,3.0,1.0,3,49.0,1,1,0,2012.0,726400.0
Midtown,2375.0,3.0,1.0,3,2.0,3,1,0,2002.0,503400.0
Uptown,4533.0,3.0,2.0,1,42.0,3,1,0,2009.0,799900.0
Suburb,1489.0,5.0,4.0,1,49.0,2,1,0,2021.0,282300.0
Downtown,4244.0,5.0,4.0,0,3.0,1,1,0,2017.0,938600.0
Downtown,3186.0,6.0,3.0,0,16.0,3,1,1,2005.0,898600.0
Suburb,919.0,5.0,5.0,3,,2,0,0,,227300.0
Uptown,1093.0,1.0,1.0,3,36.0,3,0,0,2017.0,176000.0
Downtown,2274.0,6.0,2.0,2,45.0,2,1,0,2005.0,478800.0
Downtown,2959.0,2.0,2.0,3,41.0,2,1,0,,544100.0
Midtown,1435.0,4.0,2.0,0,14.0,1,1,0,,334600.0
Uptown,4308.0,1.0,1.0,0,32.0,2,1,0,2012.0,733400.0
Downtown,831.0,2.0,1.0,0,15.0,3,0,0,2013.0,225800.0
Uptown,3949.0,2.0,,1,10.0,3,0,0,,700800.0
Suburb,3202.0,6.0,2.0,1,19.0,1,1,0,2006.0,530900.0
Rural,4506.0,3.0,1.0,3,37.0,1,0,0,2012.0,420200.0
Downtown,4368.0,3.0,2.0,2,23.0,2,0,0,,898600.0
Midtown,4700.0,1.0,1.0,2,15.0,1,0,1,,706100.0
Suburb,701.0,3.0,2.0,2,29.0,3,1,0,2020.0,170400.0
Uptown,2997.0,2.0,1.0,1,33.0,3,0,0,2000.0,486500.0
Suburb,2342.0,3.0,2.0,0,0.0,1,1,0,,420200.0
Downtown,2366.0,5.0,,0,23.0,1,1,1,,612800.0
Uptown,2496.0,3.0,1.0,1,23.0,1,0,0,,446000.0
Rural,1409.0,2.0,1.0,2,8.0,2,1,0,2007.0,164900.0
Suburb,4805.0,6.0,1.0,2,21.0,2,0,0,,591600.0
Downtown,3689.0,,1.0,3,11.0,3,1,0,2003.0,803100.0
Midtown,1270.0,4.0,4.0,3,16.0,2,1,0,,317400.0
Uptown,3655.0,3.0,1.0,2,24.0,2,0,0,2012.0,675100.0
Suburb,3001.0,2.0,2.0,1,27.0,2,1,0,,463600.0
Suburb,3214.0,4.0,3.0,2,14.0,2,1,0,2001.0,505500.0
Rural,4085.0,4.0,2.0,3,29.0,3,1,0,2009.0,482200.0
Rural,,5.0,3.0,2,50.0,1,1,0,,261500.0
Midtown,886.0,4.0,1.0,1,26.0,3,0,0,,215400.0
Midtown,3921.0,6.0,6.0,0,21.0,2,1,0,2011.0,791100.0
Downtown,4508.0,2.0,,1,9.0,1,0,1,,853300.0
Downtown,4593.0,2.0,1.0,1,30.0,1,0,0,2011.0,765300.0
Midtown,4863.0,3.0,1.0,3,26.0,1,0,1,,823000.0
Midtown,2966.0,3.0,3.0,1,11.0,3,0,0,,528900.0
Uptown,2782.0,3.0,2.0,1,45.0,1,1,0,2001.0,487300.0
Rural,2356.0,6.0,3.0,3,30.0,3,1,0,2015.0,322500.0
Downtown,2498.0,4.0,2.0,3,31.0,3,1,0,2021.0,620000.0
Rural,1736.0,4.0,4.0,0,31.0,2,0,0,,203900.0
Rural,4644.0,5.0,4.0,2,40.0,2,1,0,,492000.0
Midtown,1650.0,6.0,2.0,1,44.0,1,1,0,2019.0,343800.0
Uptown,,3.0,1.0,3,34.0,1,0,0,,702600.0
Suburb,1931.0,1.0,1.0,0,45.0,2,0,0,,200600.0
Uptown,2319.0,5.0,4.0,2,20.0,3,1,0,,550300.0
Uptown,2824.0,1.0,1.0,3,9.0,3,1,0,,563000.0
Rural,-1.0,4.0,2.0,2,15.0,2,1,1,2022.0,307100.0
Uptown,3158.0,5.0,4.0,2,6.0,3,1,1,2009.0,787300.0
Downtown,4000.0,5.0,5.0,1,3.0,2,1,0,2004.0,899900.0
Rural,874.0,2.0,1.0,1,26.0,2,0,0,2007.0,102600.0
Downtown,2620.0,4.0,1.0,3,24.0,1,1,1,2005.0,664700.0
Suburb,4520.0,4.0,1.0,2,30.0,1,0,1,2004.0,535700.0
Rural,2521.0,6.0,5.0,3,10.0,2,1,0,2019.0,330000.0
Suburb,4205.0,5.0,2.0,3,47.0,1,1,1,,539700.0
Rural,3759.0,4.0,3.0,2,19.0,2,1,0,,420900.0
Midtown,3935.0,5.0,3.0,3,35.0,3,1,0,2021.0,671700.0
Uptown,2389.0,6.0,6.0,2,16.0,3,1,0,,738200.0
Midtown,2323.0,6.0,1.0,2,44.0,3,1,0,,451100.0
Suburb,1974.0,2.0,1.0,2,10.0,3,1,1,2016.0,347400.0
Uptown,2742.0,5.0,2.0,2,29.0,2,1,0,2004.0,496400.0
Rural,3743.0,4.0,1.0,0,34.0,3,1,0,2022.0,392000.0
Uptown,3634.0,4.0,2.0,2,40.0,3,0,0,,755900.0
Downtown,2570.0,5.0,4.0,1,37.0,3,1,0,2016.0,704700.0
Uptown,859.0,5.0,5.0,1,21.0,3,1,0,2012.0,366600.0
Downtown,2541.0,5.0,1.0,1,42.0,2,0,1,2021.0,560700.0
Uptown,1641.0,3.0,3.0,2,47.0,3,1,0,,391900.0
Downtown,2135.0,,1.0,1,50.0,1,1,0,,473100.0
Suburb,4500.0,6.0,2.0,0,26.0,1,1,1,,599500.0
Midtown,2443.0,4.0,3.0,3,36.0,1,0,0,,416400.0
Rural,3861.0,3.0,2.0,2,45.0,1,1,1,,398900.0
Uptown,3480.0,5.0,4.0,1,48.0,1,1,0,,672400.0
Midtown,506.0,2.0,2.0,0,34.0,1,1,0,2002.0,134200.0
Rural,3767.0,5.0,5.0,3,3.0,2,0,0,2008.0,476400.0
Rural,2091.0,5.0,2.0,0,,1,0,1,2014.0,244600.0
Downtown,3764.0,3.0,2.0,1,15.0,3,1,0,,765600.0
Suburb,3106.0,4.0,1.0,0,20.0,1,1,0,,391300.0
Suburb,3719.0,5.0,2.0,3,25.0,2,0,0,,420500.0
Midtown,3773.0,4.0,1.0,1,35.0,1,0,0,,588800.0
Suburb,1413.0,1.0,1.0,3,18.0,3,0,0,,210600.0
Uptown,2511.0,6.0,3.0,0,16.0,3,1,1,,624700.0
Suburb,1942.0,4.0,3.0,2,44.0,2,0,1,2000.0,350300.0
Midtown,3554.0,,2.0,2,25.0,2,0,0,2002.0,557600.0
Suburb,4046.0,6.0,3.0,2,21.0,2,0,0,2004.0,516800.0
Uptown,4721.0,2.0,2.0,2,27.0,2,1,0,2006.0,861300.0
Downtown,3428.0,5.0,2.0,3,0.0,1,1,0,2002.0,909500.0
Midtown,2329.0,6.0,6.0,2,43.0,1,0,1,2003.0,534000.0
Downtown,1075.0,4.0,,3,35.0,3,1,1,2016.0,439300.0
Downtown,1429.0,6.0,2.0,1,42.0,2,0,1,2002.0,432800.0
Downtown,4259.0,5.0,1.0,2,36.0,2,0,0,2022.0,743100.0
Rural,4199.0,3.0,2.0,3,1.0,1,1,0,,457600.0
Rural,1963.0,2.0,2.0,2,16.0,2,1,0,2001.0,222700.0
Downtown,3775.0,5.0,4.0,2,39.0,3,1,0,2013.0,868200.0
Midtown,1554.0,3.0,1.0,2,37.0,3,0,0,2004.0,269700.0
Uptown,2400.0,6.0,3.0,3,20.0,2,1,1,,673700.0
Uptown,1957.0,6.0,1.0,0,8.0,3,1,1,,559100.0
Suburb,1899.0,5.0,4.0,2,12.0,3,1,1,2014.0,396500.0
Midtown,3915.0,4.0,3.0,2,10.0,1,0,1,2010.0,715500.0
Rural,,6.0,2.0,1,15.0,3,1,0,,213700.0
Downtown,4150.0,4.0,1.0,0,15.0,2,1,0,2009.0,763100.0
Suburb,1678.0,4.0,4.0,3,1.0,2,1,0,2019.0,419300.0
Uptown,4958.0,4.0,4.0,1,41.0,3,0,0,,820100.0
Rural,1757.0,1.0,1.0,2,43.0,2,1,0,2018.0,191700.0
Rural,4134.0,3.0,3.0,1,7.0,1,0,0,,393500.0
Downtown,2341.0,3.0,2.0,1,42.0,3,1,0,2022.0,510000.0
Uptown,2809.0,6.0,3.0,2,41.0,3,0,0,2021.0,580400.0
Midtown,1410.0,6.0,3.0,0,12.0,3,1,0,2013.0,349000.0
Rural,4840.0,4.0,2.0,0,16.0,2,0,0,2000.0,500200.0
Downtown,4509.0,1.0,1.0,1,38.0,2,0,0,,811800.0
Midtown,2669.0,4.0,3.0,2,23.0,3,0,0,2016.0,521600.0
Uptown,2672.0,1.0,1.0,3,2.0,2,0,0,2013.0,485900.0
Rural,623.0,4.0,4.0,1,29.0,2,1,1,2012.0,174600.0
Midtown,3658.0,2.0,1.0,3,12.0,3,1,0,,658200.0
Midtown,1285.0,2.0,2.0,1,,3,1,0,,291100.0
Midtown,2916.0,5.0,2.0,1,6.0,2,0,0,,500100.0
Rural,1296.0,,4.0,2,8.0,3,1,1,2001.0,280900.0
Rural,4672.0,6.0,1.0,2,18.0,3,1,0,,433200.0
Suburb,4654.0,3.0,3.0,3,44.0,3,1,1,2023.0,650400.0
Uptown,2436.0,5.0,5.0,3,39.0,3,1,1,2005.0,694400.0
Downtown,2656.0,6.0,3.0,0,21.0,2,1,1,2002.0,720600.0
Midtown,4307.0,2.0,2.0,2,17.0,3,1,0,2017.0,735100.0
Suburb,1801.0,4.0,4.0,1,22.0,1,1,0,2017.0,350900.0
Downtown,4663.0,5.0,4.0,1,1.0,3,0,0,2021.0,1074600.0
Suburb,3640.0,4.0,2.0,0,49.0,1,0,0,,486200.0
Rural,3736.0,2.0,2.0,2,49.0,3,1,0,2005.0,400200.0
Midtown,2852.0,5.0,3.0,1,10.0,1,1,1,2010.0,629900.0
Downtown,2432.0,2.0,2.0,0,30.0,1,0,1,2002.0,528200.0
Downtown,-1.0,1.0,1.0,0,32.0,3,0,0,2015.0,553300.0
Downtown,864.0,2.0,1.0,1,13.0,3,1,0,,261800.0
Downtown,2890.0,4.0,2.0,1,15.0,3,1,1,,785300.0
Downtown,1446.0,3.0,2.0,3,10.0,1,0,0,2021.0,382300.0
Suburb,1877.0,2.0,1.0,2,32.0,2,1,0,,238400.0
Midtown,1939.0,6.0,2.0,3,6.0,2,1,0,2014.0,435100.0
Rural,3680.0,3.0,3.0,0,30.0,3,1,0,,368700.0
Rural,840.0,1.0,1.0,1,47.0,2,0,0,,74500.0
Rural,,5.0,4.0,3,45.0,2,1,0,,429900.0
Rural,882.0,5.0,1.0,0,46.0,3,1,0,2023.0,131100.0
Suburb,2056.0,3.0,3.0,2,13.0,1,0,0,2003.0,333100.0
Uptown,799.0,5.0,5.0,1,27.0,3,1,0,2015.0,382300.0
Midtown,638.0,2.0,2.0,3,42.0,2,0,0,2016.0,130600.0
Downtown,858.0,3.0,3.0,2,15.0,1,0,0,,268400.0
Uptown,2022.0,4.0,4.0,3,18.0,2,1,0,,575500.0
Rural,3956.0,2.0,1.0,0,16.0,1,0,1,2003.0,343900.0
Uptown,2127.0,2.0,2.0,2,25.0,2,0,0,2006.0,404100.0
Midtown,1803.0,2.0,1.0,3,5.0,3,1,0,,350200.0
Downtown,1634.0,,2.0,2,42.0,2,0,1,2005.0,440400.0
Downtown,2686.0,1.0,1.0,0,48.0,2,1,1,2017.0,508000.0
Midtown,3670.0,6.0,5.0,2,8.0,1,1,1,,813700.0
Midtown,4335.0,5.0,4.0,3,49.0,2,0,0,,578900.0
Rural,2651.0,3.0,3.0,0,16.0,3,0,0,2018.0,327300.0
Downtown,1737.0,1.0,1.0,1,30.0,3,1,1,,446800.0
Uptown,4235.0,3.0,3.0,3,11.0,3,1,1,,967000.0
Suburb,3334.0,5.0,4.0,3,22.0,1,0,1,2013.0,574900.0
Suburb,4760.0,4.0,4.0,0,4.0,1,0,0,,659800.0
Midtown,1498.0,2.0,1.0,0,42.0,2,1,0,,221000.0
Rural,3067.0,2.0,,1,35.0,2,0,0,,285100.0
Suburb,1807.0,4.0,3.0,3,35.0,2,1,0,2014.0,325400.0
Downtown,1156.0,1.0,1.0,0,2.0,1,1,0,2018.0,308200.0
Midtown,3160.0,1.0,1.0,1,23.0,1,1,0,,488100.0
Uptown,2711.0,3.0,1.0,1,16.0,2,0,0,,496600.0
Midtown,2409.0,4.0,2.0,0,38.0,1,0,0,2022.0,389300.0
Uptown,4230.0,1.0,1.0,3,25.0,1,1,0,2003.0,734600.0
Midtown,2546.0,4.0,1.0,2,3.0,3,0,1,2017.0,558400.0
Midtown,3662.0,5.0,5.0,2,44.0,3,0,1,,794800.0
Midtown,,2.0,1.0,1,11.0,2,1,0,2005.0,326500.0
Uptown,766.0,2.0,2.0,2,0.0,2,0,0,2015.0,257800.0
Uptown,2345.0,2.0,1.0,2,20.0,3,1,1,2017.0,506300.0
Midtown,2208.0,4.0,2.0,0,18.0,1,1,0,2000.0,399000.0
Suburb,4130.0,4.0,2.0,1,20.0,2,1,0,,524400.0
Rural,3711.0,,2.0,3,17.0,2,1,0,2000.0,298900.0
Rural,2793.0,2.0,2.0,1,42.0,2,1,0,,258000.0
Rural,4232.0,3.0,3.0,0,2.0,1,0,0,,427900.0
Uptown,4329.0,2.0,1.0,2,48.0,3,0,0,2020.0,662700.0
Uptown,2010.0,3.0,3.0,3,43.0,2,1,0,2009.0,454400.0
Suburb,975.0,3.0,1.0,1,31.0,3,1,0,,167200.0
Rural,1476.0,5.0,4.0,2,9.0,3,0,0,2011.0,239700.0
Rural,1707.0,3.0,1.0,1,39.0,1,1,0,,147900.0
Midtown,2460.0,4.0,4.0,3,14.0,1,1,0,2000.0,540200.0
Uptown,1057.0,3.0,3.0,1,4.0,1,0,0,2007.0,283200.0
Rural,1382.0,2.0,2.0,1,3.0,1,1,0,,181000.0
Suburb,2694.0,3.0,2.0,1,27.0,1,0,0,,362900.0
Suburb,3167.0,1.0,1.0,2,50.0,1,1,0,,327100.0
Rural,2110.0,6.0,5.0,3,3.0,2,1,0,,366200.0
Uptown,3988.0,2.0,1.0,3,14.0,3,0,0,,634200.0
Suburb,2954.0,1.0,1.0,2,16.0,1,0,0,2002.0,351700.0
Midtown,4994.0,2.0,2.0,2,43.0,2,1,0,,696600.0
Suburb,2446.0,4.0,4.0,2,2.0,3,1,0,2005.0,441800.0
Downtown,3308.0,6.0,2.0,0,9.0,1,1,0,,860700.0
Downtown,4325.0,6.0,1.0,1,46.0,1,0,0,2011.0,703100.0
Uptown,4036.0,4.0,1.0,1,41.0,2,0,0,,739000.0
Rural,4302.0,6.0,5.0,3,22.0,3,0,0,,471700.0
Uptown,4677.0,4.0,2.0,1,17.0,1,1,0,2014.0,907400.0
Uptown,,1.0,1.0,0,0.0,3,0,1,,544600.0
Uptown,4322.0,5.0,2.0,2,34.0,2,0,0,2011.0,799900.0
Uptown,3319.0,2.0,2.0,3,30.0,1,1,0,2017.0,544100.0
Midtown,1402.0,4.0,2.0,3,43.0,3,1,0,2015.0,317800.0
Midtown,864.0,2.0,1.0,1,0.0,2,0,0,,240800.0
Suburb,4758.0,1.0,1.0,3,2.0,2,1,1,,641300.0
Downtown,3619.0,5.0,4.0,2,2.0,1,1,0,,885000.0
Uptown,3058.0,1.0,1.0,3,36.0,3,0,0,2004.0,494500.0
Suburb,2363.0,6.0,3.0,2,18.0,1,0,0,,405400.0
Downtown,615.0,2.0,1.0,0,28.0,1,0,0,,127600.0
Rural,2884.0,5.0,1.0,0,24.0,3,1,0,,329400.0
Midtown,4435.0,6.0,4.0,2,32.0,3,1,0,,779100.0
Downtown,2990.0,5.0,1.0,1,35.0,3,0,1,,615400.0
Rural,1442.0,6.0,6.0,3,28.0,2,0,0,,319600.0
Downtown,2224.0,1.0,1.0,1,25.0,2,1,0,,440900.0
Midtown,2834.0,4.0,1.0,3,3.0,3,1,0,,683200.0
Midtown,3267.0,2.0,,0,48.0,2,1,0,,494800.0
Suburb,1637.0,3.0,1.0,0,13.0,1,1,0,2013.0,261200.0
Uptown,3027.0,3.0,1.0,0,49.0,3,1,0,,499500.0
Downtown,4617.0,1.0,1.0,3,26.0,1,1,0,,812200.0
Downtown,3920.0,2.0,1.0,0,32.0,3,0,0,,687200.0
Rural,4406.0,2.0,1.0,0,21.0,1,1,1,,406600.0
Midtown,4137.0,1.0,1.0,0,47.0,3,0,0,,500100.0
Downtown,3453.0,2.0,1.0,0,2.0,1,1,0,2004.0,794100.0
Midtown,2867.0,4.0,,1,22.0,3,1,0,2017.0,554800.0
Downtown,4721.0,1.0,1.0,0,20.0,3,1,0,,982300.0
Suburb,776.0,4.0,1.0,0,40.0,2,0,0,2020.0,130600.0
Uptown,2499.0,2.0,2.0,1,22.0,1,0,0,,422300.0
Downtown,1727.0,1.0,1.0,1,3.0,2,0,0,,326200.0
Midtown,4252.0,2.0,1.0,3,20.0,1,0,0,2014.0,597800.0
Suburb,4235.0,1.0,1.0,2,36.0,2,1,1,2023.0,535100.0
Downtown,1195.0,2.0,2.0,0,42.0,3,1,0,2021.0,313900.0
Rural,1809.0,4.0,,0,30.0,2,0,0,,189600.0
Uptown,4652.0,4.0,4.0,0,20.0,2,0,0,,1064500.0
Downtown,3734.0,2.0,2.0,3,25.0,3,1,0,2012.0,756300.0
Suburb,4614.0,1.0,1.0,0,40.0,2,0,0,2019.0,517200.0
Rural,2811.0,3.0,3.0,2,34.0,3,1,0,,308100.0
Suburb,3341.0,4.0,3.0,1,37.0,1,0,0,2015.0,449200.0
Suburb,4708.0,4.0,3.0,3,23.0,2,0,0,2006.0,618700.0
Rural,4059.0,6.0,4.0,1,10.0,3,0,0,,466600.0
Suburb,3898.0,3.0,2.0,0,40.0,3,0,0,2014.0,447200.0
Rural,1041.0,2.0,1.0,0,28.0,2,1,0,2007.0,126000.0
Downtown,3194.0,,1.0,0,46.0,1,0,1,,596400.0
Rural,1588.0,6.0,5.0,2,,2,1,1,2016.0,308900.0
Rural,3863.0,2.0,2.0,2,0.0,3,1,1,,449400.0
Uptown,524.0,5.0,1.0,3,18.0,1,0,0,,214200.0
Rural,2072.0,4.0,2.0,1,45.0,2,0,0,2007.0,228200.0
Rural,3458.0,5.0,5.0,0,48.0,3,1,0,2013.0,460800.0
Downtown,4736.0,4.0,3.0,0,21.0,2,1,0,2009.0,1028000.0
Uptown,2267.0,4.0,1.0,0,13.0,1,1,0,2018.0,444700.0
Midtown,2735.0,5.0,4.0,0,48.0,1,0,0,2007.0,442300.0
Downtown,,5.0,2.0,2,13.0,1,0,0,2018.0,274300.0
Downtown,3698.0,2.0,2.0,1,,1,0,0,,620900.0
Midtown,756.0,6.0,2.0,1,15.0,1,1,0,2009.0,269900.0
Rural,4247.0,6.0,6.0,3,32.0,2,1,0,2022.0,535900.0
Suburb,2741.0,5.0,1.0,2,12.0,1,1,0,,438400.0
Uptown,3675.0,2.0,1.0,0,37.0,1,1,1,2003.0,672100.0
Suburb,4106.0,6.0,2.0,1,48.0,3,0,0,2015.0,582700.0
Midtown,3836.0,2.0,1.0,1,11.0,1,1,0,2023.0,558900.0
Downtown,913.0,2.0,1.0,2,50.0,3,1,0,,246300.0
Downtown,2514.0,4.0,4.0,3,37.0,3,0,0,2019.0,585200.0
Uptown,1881.0,6.0,6.0,3,38.0,3,1,0,,588100.0
Downtown,1598.0,6.0,4.0,0,32.0,2,1,0,,494400.0
Downtown,3926.0,4.0,4.0,3,32.0,2,1,0,2020.0,883300.0
Uptown,4155.0,5.0,1.0,1,28.0,3,1,0,2016.0,809600.0
Uptown,1409.0,4.0,4.0,3,4.0,2,0,0,,383900.0
Midtown,687.0,,5.0,0,5.0,1,1,0,,308000.0
Downtown,4544.0,6.0,5.0,1,30.0,2,0,0,2016.0,1065900.0
Downtown,4256.0,5.0,2.0,3,15.0,1,1,0,2005.0,926900.0
Midtown,2515.0,4.0,3.0,3,30.0,1,0,0,2002.0,442600.0
Rural,2592.0,1.0,1.0,2,24.0,2,1,0,2019.0,236400.0
Rural,4144.0,1.0,1.0,0,47.0,2,1,1,,375100.0
Rural,2630.0,5.0,1.0,3,45.0,3,1,0,,311600.0
Midtown,857.0,4.0,1.0,2,32.0,2,0,0,,179500.0
Downtown,2922.0,4.0,3.0,1,12.0,2,0,0,,746300.0
Midtown,4757.0,2.0,2.0,2,9.0,2,1,0,,822400.0
Midtown,1997.0,6.0,,2,23.0,1,1,0,,391500.0
Rural,2658.0,3.0,1.0,3,9.0,1,1,0,2000.0,286300.0
Suburb,3055.0,5.0,5.0,3,40.0,1,0,1,,389500.0
Downtown,2842.0,3.0,3.0,3,30.0,3,1,0,2001.0,614200.0
Rural,3451.0,3.0,2.0,2,12.0,3,1,0,2022.0,351300.0
Suburb,1738.0,,5.0,1,2.0,3,1,1,2009.0,385400.0
Suburb,1473.0,4.0,3.0,0,49.0,1,1,0,2022.0,231800.0
Uptown,4465.0,5.0,1.0,2,33.0,2,1,0,2018.0,822900.0
Downtown,1550.0,3.0,3.0,3,48.0,3,0,0,,437700.0
Suburb,4201.0,6.0,1.0,0,27.0,3,0,0,,546100.0
Rural,,6.0,5.0,1,18.0,1,1,0,,351400.0
Uptown,2088.0,6.0,6.0,0,22.0,3,0,0,,537700.0
Downtown,4378.0,4.0,1.0,3,44.0,2,1,1,2010.0,952000.0
Midtown,2868.0,1.0,1.0,2,31.0,1,1,0,2009.0,419300.0
Rural,936.0,5.0,4.0,2,,1,1,0,2006.0,224600.0
Suburb,3328.0,6.0,4.0,3,32.0,2,1,0,,509500.0
Suburb,2056.0,5.0,4.0,2,33.0,2,0,0,2023.0,381600.0
Rural,4358.0,6.0,5.0,3,32.0,2,0,0,,506000.0
Suburb,1804.0,4.0,2.0,2,4.0,3,1,0,2013.0,350800.0
Uptown,2884.0,1.0,1.0,2,2.0,2,0,0,,523800.0
Downtown,682.0,1.0,1.0,2,6.0,1,1,0,,208800.0
Uptown,2089.0,6.0,5.0,1,23.0,2,1,0,,571300.0
Suburb,2087.0,4.0,4.0,1,21.0,1,0,1,2016.0,384100.0
Midtown,1159.0,2.0,1.0,3,44.0,1,0,0,,153400.0
Downtown,,5.0,3.0,1,22.0,3,1,0,,343900.0
Downtown,4453.0,5.0,5.0,3,29.0,2,1,1,2014.0,1190200.0
Rural,1511.0,3.0,1.0,0,17.0,3,0,0,2007.0,181700.0
Rural,552.0,4.0,1.0,0,31.0,2,1,1,,143500.0
Midtown,2807.0,3.0,3.0,1,6.0,2,1,0,2008.0,551900.0
Downtown,1728.0,6.0,1.0,0,32.0,2,1,0,,408500.0
Midtown,1535.0,3.0,1.0,0,4.0,2,0,1,,354600.0
Rural,4202.0,1.0,1.0,2,48.0,2,0,0,,320100.0
Rural,4545.0,5.0,5.0,2,27.0,1,1,1,,530600.0
Downtown,4949.0,3.0,2.0,3,7.0,1,1,1,2017.0,1050600.0
Uptown,1764.0,1.0,1.0,0,14.0,2,1,1,2018.0,367300.0
Suburb,2384.0,4.0,3.0,3,3.0,1,1,0,,493400.0
Rural,2309.0,3.0,3.0,3,33.0,3,1,0,2017.0,286400.0
Rural,3667.0,6.0,6.0,0,4.0,3,0,0,2004.0,540200.0
Uptown,4297.0,6.0,2.0,1,32.0,3,1,1,,899900.0
Uptown,2841.0,6.0,2.0,0,4.0,2,1,0,,595500.0
Midtown,3914.0,5.0,3.0,2,37.0,2,0,0,2003.0,622600.0
